1.739015123304171198e+02;1.368327949051884040e-01
1.034524198637250407e+02;3.961938528924794367e-01
1.217536728930432588e+02;2.938546139931237922e-01
1.289717303639882005e+02;6.027840040356680085e-01
2.386950407841758874e+02;8.920880480215334085e-01
1.491659019540543625e+02;2.044704394066452768e-01
1.377312324246461799e+02;2.388713306773193601e-01
1.185441921178477855e+02;3.066512461277438040e-01
1.017972098132927670e+02;4.347191733460945562e-01
1.490468914684026345e+02;2.048151146183144755e-01
1.128022522804080694e+02;3.323601003369687223e-01
1.058049350991938979e+02;4.962448758044331054e-01
2.308244474191106690e+02;8.736034516311188547e-01
1.116970958237665315e+02;3.379118905124987027e-01
1.345652560259980248e+02;6.214415491621938514e-01
1.109320963098667505e+02;5.284903180919789945e-01
2.041248440077542909e+02;8.096211046820939172e-01
1.968211730678427784e+02;7.916785980830175484e-01
2.218868772555562998e+02;8.524262585091728628e-01
1.561369105402678770e+02;1.846665108013074708e-01
1.255127217403325943e+02;5.905778556834615500e-01
1.364647450390995118e+02;2.428726488269056516e-01
1.653950627753576441e+02;1.593416474726473686e-01
2.406878473211554308e+02;8.967461917406970295e-01
1.045225447266085155e+02;3.850191819368190549e-01
1.887563790326662456e+02;7.715795909434536304e-01
1.312292926953033714e+02;6.104571326051098090e-01
1.289488534080378201e+02;2.676990959466695186e-01
2.347077358237968383e+02;8.827415525374645577e-01
1.470179983168926299e+02;2.107290908945271823e-01
1.137418053953425101e+02;5.425784878588930660e-01
1.169449622091751735e+02;3.133875026484558290e-01
1.095825704263179432e+02;3.493534460802043551e-01
1.070954654800862045e+02;3.647986752080504269e-01
1.450072804103401438e+02;2.166647499330481286e-01
1.828381879195943327e+02;7.566073371337630471e-01
1.409501724247848529e+02;2.288939542792598481e-01
1.061237186572431597e+02;4.986746955195012765e-01
1.070915778007639716e+02;3.648251634234425111e-01
1.324524244782168978e+02;2.558738117466299311e-01
1.448736358003366718e+02;2.170620527042978753e-01
1.435477269668574252e+02;6.493807938044108274e-01
2.402379383440525658e+02;8.956952817003686063e-01
1.137460412107145373e+02;3.278056628663273964e-01
1.160119102893551712e+02;5.529535482057764684e-01
1.520297734333754818e+02;1.962460382453290464e-01
1.747233370840767464e+02;1.346903570472466061e-01
1.418068160967742415e+02;2.262815676635769602e-01
1.019346711909325052e+02;4.464114330617791060e-01
1.030153810906459171e+02;4.017723454669858141e-01
1.695978779177902709e+02;1.481410965444287520e-01
1.281308371094872030e+02;5.998699747313097630e-01
1.050664894759844685e+02;4.902373203565767446e-01
1.018342159741201982e+02;4.293728980378881399e-01
1.025371636184312365e+02;4.612278828652109919e-01
1.136385053306491386e+02;5.420875574064816238e-01
2.199699300449513828e+02;8.478554925299670586e-01
1.173792150175365236e+02;3.115312156408328592e-01
1.827021780458531737e+02;1.141434577216943885e-01
1.466961258110858637e+02;6.587301320893036438e-01
1.786474200357444317e+02;7.458742244575632396e-01
1.322542596690392145e+02;6.138742569620568856e-01
1.097499863622483076e+02;5.220032531675750098e-01
1.864982503385711539e+02;7.658908376673462248e-01
1.049827276284604380e+02;3.808874663518946324e-01
1.337379191154014109e+02;2.516509060953804888e-01
1.828261337366297425e+02;1.138276150453245705e-01
2.354908101782962717e+02;8.845799659119616409e-01
1.797927552670885518e+02;7.488191532736618861e-01
2.287201335875505208e+02;8.686362141323473729e-01
1.842584889039061693e+02;1.101848399577863707e-01
1.140243593684938048e+02;3.264920054439013342e-01
1.249541597698004125e+02;2.818557760207934249e-01
1.874208271353065527e+02;1.021857626817022080e-01
1.051842116413128423e+02;3.791689546137894107e-01
1.021005485970261191e+02;4.518519057476304557e-01
1.357271794898179280e+02;2.452243089913314356e-01
1.071921207509560503e+02;5.062612482190342877e-01
1.140776656251297396e+02;3.262418446522911131e-01
2.257635105584387247e+02;8.616379109501035582e-01
1.039634056753771176e+02;4.798818984512712715e-01
1.182113039113371542e+02;3.080314474167747396e-01
1.099615884570899311e+02;3.472098597427865085e-01
1.815423330912483095e+02;1.171034902288809604e-01
1.140982887838344055e+02;3.261451849279345394e-01
1.186177891333017982e+02;3.063475782426288152e-01
2.243779294949989378e+02;8.583502583143345355e-01
1.535052369371018699e+02;6.783457914559446467e-01
1.854499451883820882e+02;7.632400421523114487e-01
1.173542393846698957e+02;5.587668352870368560e-01
1.511953414681763945e+02;1.986288517294172162e-01
1.184472079487151319e+02;5.633520215642013884e-01
1.122637920848947175e+02;5.353707917850965003e-01
1.046048387175685122e+02;4.861471731918104444e-01
1.238587346972303749e+02;5.845156171803317369e-01
1.114003832442628976e+02;5.309567326208995963e-01
1.020529407405687010e+02;4.504890283372263715e-01
1.509745964640436284e+02;6.711432146023678103e-01
1.087678753268475731e+02;3.541258728897042074e-01
1.079754288554981940e+02;3.590169523241640848e-01
